coord,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Stage 7,Stage 8,Stage 9
92.72,0.000444757,0.000590624,0.000460365,0.000807741,0.001109669,0.000777132,0.000724165,0.001116588,0.002068511
92.22,0.000456664,0.000630461,0.000422606,0.000806728,0.001117889,0.000774188,0.000736354,0.001136925,0.001891579
91.72,0.000457326,0.000632451,0.000444753,0.000848178,0.00114136,0.000821633,0.000738051,0.001122685,0.001657785
91.22,0.000438756,0.000615026,0.000475199,0.000858627,0.001154439,0.000873257,0.000710808,0.001067964,0.0013533
90.72,0.000263944,0.000416372,0.00015301,0.000534215,0.00079287,0.000436801,0.000432484,0.000824399,0.001263609
90.22,0.000398758,0.000604622,0.000315915,0.000618478,0.000896847,0.000530781,0.000490547,0.000821135,0.001323477
89.72,0.000397026,0.000548214,0.000291944,0.000512887,0.000744523,0.000382799,0.00041802,0.000759978,0.001189716
89.22,0.000286883,0.000278494,0.000108938,0.000217829,0.000361432,6.84294E-05,0.000125896,0.000473714,0.000777377
88.72,0.000414315,0.000594146,0.000365501,0.000608721,0.000809277,0.000611496,0.000661379,0.001037627,0.00132611
88.22,0.000238865,0.000242329,0.000197601,0.000336618,0.000481553,0.000270847,0.000218694,0.000658737,0.00078507
87.72,0.000263976,0.000295033,0.00026599,0.00042313,0.000568439,0.000409958,0.000319049,0.000643571,0.000765014
87.22,0.000113887,0.000167959,0.000221646,0.00017084,0.000126014,0.000224391,0.000255674,0.000101201,0.000173178
86.72,0.000165559,0.000259998,0.000280356,0.000264997,0.000203885,0.000299719,0.000302359,0.000147942,0.000265238
86.22,0,0,0,0,0,0,0,0,0
125.22,0.001776026,0.003380953,0.001459392,0.00253416,0.001709611,0.00218211,0.002486344,0.004253063,0.006209007
124.72,0.000772298,0.002120391,0.000979474,0.001905121,0.001661903,0.001850057,0.002247707,0.00400642,0.005636776
124.22,0.001036719,0.002590059,0.001594619,0.002530536,0.002345697,0.002738876,0.002989884,0.004561939,0.006251481
123.72,0.001329173,0.003135525,0.002045232,0.003371063,0.003087459,0.003726506,0.003745122,0.005268494,0.007042714
123.22,0.001453084,0.003272243,0.00232493,0.003850689,0.003291348,0.003910534,0.003603689,0.005498488,0.007329672
122.72,0.001453181,0.003264554,0.002327607,0.003876633,0.003232179,0.003867598,0.003634392,0.00555108,0.00742005
122.22,0.001579428,0.003512989,0.002523268,0.003971147,0.003197447,0.003884224,0.003571372,0.005336236,0.007246811
121.72,0.001633033,0.003555362,0.002531222,0.003985731,0.003155909,0.003875759,0.00352189,0.005266723,0.00720506
121.22,0.001551093,0.003505813,0.002643341,0.00442864,0.003502097,0.004490718,0.004086501,0.005777218,0.007610222
120.72,0.001790632,0.003922559,0.003160769,0.004854619,0.003792521,0.004880205,0.004439332,0.005969469,0.007764959
120.22,0.002176223,0.004188442,0.003452176,0.005368676,0.004356202,0.005500395,0.004939301,0.006280237,0.007941123
119.72,0.001883395,0.003766157,0.003157087,0.005254816,0.004288248,0.005449844,0.004939211,0.006289724,0.007879072
119.22,0.001928659,0.003647395,0.003141557,0.005363999,0.004381238,0.005605685,0.005076555,0.006323266,0.007879299
118.72,0.001615739,0.003605347,0.003048583,0.00547733,0.004535085,0.005745549,0.005281414,0.006553912,0.008076487
118.22,0.001520246,0.003577053,0.003022004,0.005677815,0.004802163,0.006036528,0.005597374,0.006928791,0.008504164
117.72,0.001301981,0.003278847,0.002782205,0.005692696,0.005011416,0.006313608,0.00597218,0.007298957,0.008618367
117.22,0.001273905,0.003329846,0.002837352,0.005948828,0.005279932,0.006714647,0.006288986,0.007607282,0.008926579
116.72,0.001192296,0.00325517,0.002800944,0.005929079,0.005276788,0.006753893,0.006336251,0.007649041,0.008953635
116.22,0.001328239,0.003609407,0.003549258,0.00691561,0.006215529,0.007739998,0.007446404,0.008638898,0.00997445
115.72,0.001377837,0.003592034,0.003636466,0.006950796,0.006260608,0.007790224,0.007521839,0.008657284,0.009974838
115.22,0.001526985,0.003672067,0.003727421,0.006989398,0.006272805,0.007807658,0.007550329,0.008593915,0.009873818
114.72,0.001546724,0.003722827,0.00379156,0.007161669,0.006390993,0.008032197,0.007792343,0.008863083,0.010263034
114.22,0.001290272,0.003191682,0.003126159,0.006409346,0.005974197,0.007793122,0.00762699,0.008718752,0.009787684
113.72,0.001285695,0.003178646,0.003121185,0.006406622,0.00601069,0.007903529,0.007704118,0.008804867,0.009913292
113.22,0.00105958,0.002990973,0.003053856,0.006239349,0.005892981,0.007785897,0.007607085,0.008765776,0.009891604
112.72,0.001150826,0.003211985,0.003179985,0.006460872,0.006015452,0.007909169,0.007734936,0.009023176,0.010186822
112.22,0.001025751,0.002898268,0.002784476,0.005818241,0.005485635,0.00764331,0.007425491,0.008890118,0.009969295
111.72,0.001043372,0.002855859,0.002744931,0.005826312,0.005526852,0.00767039,0.007467793,0.008927274,0.009994972
111.22,0.000767218,0.002530447,0.002362035,0.005626676,0.005355998,0.007528525,0.007292047,0.008827273,0.009932727
110.72,0.000587191,0.002377427,0.00221102,0.00529158,0.005084663,0.007225478,0.007058191,0.008685948,0.009828426
110.22,0.0004369,0.002194114,0.001980493,0.00517506,0.004935956,0.007094691,0.006955999,0.008677807,0.009823879
109.72,0.000346836,0.002013052,0.001805942,0.004934665,0.004757157,0.006980781,0.006678635,0.008674012,0.010087748
109.22,0.000467832,0.002013469,0.001827669,0.004921167,0.004734665,0.00700055,0.006679718,0.008727438,0.010123916
108.72,0.000513629,0.002015577,0.001878831,0.004910342,0.004681169,0.006960276,0.006742663,0.009115133,0.011037317
108.22,0.000560478,0.001961,0.001830077,0.004709774,0.004388029,0.0067377,0.006597432,0.009384718,0.012080467
107.72,0.000477359,0.001673474,0.001549931,0.004180012,0.003829026,0.00609647,0.005912316,0.009291081,0.012729816
107.22,0.00054216,0.001673447,0.001545181,0.004170013,0.003828327,0.006072663,0.00589957,0.009310363,0.012750719
106.72,0.000715248,0.001842377,0.001773677,0.004296469,0.003954169,0.006128208,0.006044349,0.009512258,0.013325685
106.22,0.000726692,0.001846202,0.001779983,0.004254184,0.003922296,0.006102767,0.006023026,0.009478782,0.013273217
105.72,0.000750536,0.001874958,0.001831537,0.004195032,0.003861934,0.005898344,0.005846585,0.009452037,0.013807216
105.22,0.000759606,0.001911883,0.001783826,0.004170089,0.003847936,0.005829954,0.00577812,0.009446043,0.013892779
104.72,0.000775596,0.001909685,0.001778837,0.004156943,0.003805444,0.005826489,0.005731406,0.009373912,0.0138599
104.22,0.00060171,0.001600031,0.001351893,0.003645316,0.00330533,0.005172873,0.004981583,0.008652766,0.013964931
103.72,0.000413628,0.001323894,0.001153772,0.003378317,0.003118173,0.004851637,0.004693641,0.008305924,0.014028469
103.22,0.000411772,0.001326898,0.001172294,0.003384558,0.003126891,0.004849987,0.004688076,0.00829539,0.014014674
102.72,0.000353198,0.001221099,0.001022998,0.003136158,0.002742378,0.004377095,0.004268522,0.00770343,0.013560712
102.22,0.00017721,0.001010153,0.000770025,0.002678722,0.002371663,0.003663824,0.003660918,0.007068309,0.013022673
101.72,0.000138717,0.000932667,0.000680464,0.002449138,0.002228999,0.003386943,0.003410496,0.00661794,0.012887045
101.22,9.13141E-05,0.000479212,0.00032115,0.001940256,0.001710774,0.002709044,0.0026899,0.005742312,0.01209491
